Solute_SMILES,Solvent_SMILES,T,log-gamma
CCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.889162064
CCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.884307686
CCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.884307686
CCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.877070019
CCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.872273846
CCCCCCCCC=C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,50,3.191792356
CCCCCCCCC=C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,60,2.9643448
CCCCCCCCC=C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,70,2.819591576
CCCCCCCCC=C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,80,2.638628666
CCCCCCCCC=C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,90,2.404419399
CCCCCCCCC=C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,100,2.289297199
CC1=CC2CC(C1)C2(C)C,C1CCCCC1,65,0.157003749
CC1=CC2CC(C1)C2(C)C,C1CCCCC1,80,0.076961041
CC1=CC2CC(C1)C2(C)C,C1CC=CCC1,65,0.300104592
CC1=CC2CC(C1)C2(C)C,C1CC=CCC1,80,0.254642218
CC1=CC2CC(C1)C2(C)C,CCCCCCC,65,0.336472237
CC1=CC2CC(C1)C2(C)C,CCCCCCC,80,0.277631737
CC1=CC2CC(C1)C2(C)C,CCCCCCC=C,80,0.198850859
CC1=CC2CC(C1)C2(C)C,CCCCCCC=C,100,0.131028262
CC1=CC2CC(C1)C2(C)C,c1ccccc1,65,0.565313809
CC1=CC2CC(C1)C2(C)C,c1ccccc1,80,0.336472237
CC1=CC2CC(C1)C2(C)C,Cc1ccccc1,80,0.19062036
CC1=CC2CC(C1)C2(C)C,Cc1ccccc1,100,0.182321557
CC1=CC2CC(C1)C2(C)C,CCc1ccccc1,80,0.173953307
CC1=CC2CC(C1)C2(C)C,CCc1ccccc1,100,0.157003749
CC1(C2CCC(=C)C1C2)C,C1CC=CCC1,65,0.019802627
CC1(C2CCC(=C)C1C2)C,C1CC=CCC1,80,0.009950331
CC1(C2CCC(=C)C1C2)C,c1ccccc1,65,0.336472237
CC1(C2CCC(=C)C1C2)C,c1ccccc1,80,0.270027137
CC1(C2CCC(=C)C1C2)C,Cc1ccccc1,80,0.2390169
CC1(C2CCC(=C)C1C2)C,Cc1ccccc1,100,0.048790164
CC1(C2CCC(=C)C1C2)C,CCc1ccccc1,80,0.086177696
CC1(C2CCC(=C)C1C2)C,CCc1ccccc1,100,0.029558802
CCCCCCCCCC=C,OCCO,40,6.651571874
CCCCCCCCCC=C,OCCO,60,6.90475077
CCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.832409248
CCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.830113036
CCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.832409248
CCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.830113036
CCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.830113036
CCCCCCCCCCC=C,OCCO,60,7.038783541
CCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.805196684
CCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.800732391
CCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.791863153
CCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.791863153
CCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.78745786
CCCCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.744440475
CCCCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.742337425
CCCCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.744440475
CCCCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.742337425
CCCCCCCCCCCCC=C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.744440475
CCCC#C,OCCOCCO,60.05,2.295560478
CCCC#C,OCCOCCO,75.05,2.349468679
CCCC#C,OCCOCCO,90.05,2.317473705
CCCC#C,OCCOCCOCCO,60.05,1.623340818
CCCC#C,OCCOCCOCCO,75.05,1.631199404
CCCC#C,OCCOCCOCCO,90.05,1.611435915
CCCC#C,O=CN1CCOCC1,60.05,0.940007258
CCCC#C,O=CN1CCOCC1,75.05,0.947789399
CCCC#C,O=CN1CCOCC1,90.05,0.867100488
CCCCC#C,O=S1(CCCC1)=O,30,1.740466175
CCCCC#C,O=S1(CCCC1)=O,30,1.740466175
CCCCC#C,O=S1(CCCC1)=O,30,1.740466175
CCCCC#C,O=S1(CCCC1)=O,30,1.740466175
CCCCC#C,O=S1(CCCC1)=O,30,1.757857918
CCCCC#C,O=S1(CCCC1)=O,30,1.757857918
CCCCC#C,O=S1(CCCC1)=O,30,1.757857918
CCCCC#C,O=S1(CCCC1)=O,30,1.757857918
CCCCC#C,O=S1(CCCC1)=O,40,1.740466175
CCCCC#C,O=S1(CCCC1)=O,40,1.740466175
CCCCC#C,O=S1(CCCC1)=O,40,1.740466175
CCCCC#C,O=S1(CCCC1)=O,40,1.740466175
CCCCC#C,O=S1(CCCC1)=O,40,1.740466175
CCCCC#C,O=S1(CCCC1)=O,40,1.740466175
CCCCC#C,O=S1(CCCC1)=O,40,1.740466175
CCCCC#C,O=S1(CCCC1)=O,40,1.740466175
CCCCC#C,CS(C)=O,10,2.302585093
CCCCC#C,CS(C)=O,25,1.791759469
CCCCC#C,CN1CCCC1=O,25,0.350656872
CCCCC#C,OCCOCCO,60.05,2.644044871
CCCCC#C,OCCOCCO,75.05,2.680336363
CCCCC#C,OCCOCCO,90.05,2.623943692
CCCCC#C,OCCOCCOCCO,60.05,1.947337701
CCCCC#C,OCCOCCOCCO,75.05,1.950186706
CCCCC#C,OCCOCCOCCO,90.05,1.900613874
CCCCC#C,O=CN1CCOCC1,60.05,1.178654996
CCCCC#C,O=CN1CCOCC1,75.05,1.160020917
CCCCC#C,O=CN1CCOCC1,90.05,1.022450928
CCCCC#C,OCc1occc1,5,2.290512512
CCCCC#C,OCc1occc1,25,1.803358605
CCCCC#C,N#CCCCCC#N,20,1.508511994
CCCCC#C,N#CCCCCC#N,25,1.526056303
CCCCC#C,N#CCCCCC#N,30,1.532556868
CCCCC#C,O=Cc1occc1,5,1.506297154
CCCCC#C,O=Cc1occc1,25,1.398716881
CCCCC#C,C1CCC2CCCCC2C1,25,0.572673027
CCCCC#C,C(CC1)CCC1C2CCCCC2,25,0.443402947
CCCCC#C,C(CCc1cc2)Cc1cc2,25,0.191446465
CCCCC#C,C(CC2)CCC2c1ccccc1,25,0.162968828
CCCCC#C,OCCN,15,3.696351469
CCCCC#C,OCCN,25,3.691376334
CCCCC#C,OCCN,35,3.688879454
CCCCC#C,c2nc1ccccc1cc2,40,-0.116533816
CCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.94160854
CCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.972861083
CCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.994252273
CCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-1.010601411
CCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-1.021651248
CCCC#CC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.972861083
CCCC#CC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.975510092
CCCC#CC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.975510092
CCCC#CC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.972861083
CCCC#CC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.967584026
CCC#CCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.906340401
CCC#CCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.901402119
CCC#CCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.901402119
CCC#CCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.874669057
CCC#CCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.869884359
CCCCCC#C,O=S1(CCCC1)=O,30,2.079441542
CCCCCC#C,O=S1(CCCC1)=O,30,2.079441542
CCCCCC#C,O=S1(CCCC1)=O,30,2.079441542
CCCCCC#C,O=S1(CCCC1)=O,30,2.079441542
CCCCCC#C,O=S1(CCCC1)=O,30,2.091864062
CCCCCC#C,O=S1(CCCC1)=O,30,2.091864062
CCCCCC#C,O=S1(CCCC1)=O,30,2.091864062
CCCCCC#C,O=S1(CCCC1)=O,30,2.091864062
CCCCCC#C,O=S1(CCCC1)=O,40,2.054123734
CCCCCC#C,O=S1(CCCC1)=O,40,2.054123734
CCCCCC#C,O=S1(CCCC1)=O,40,2.054123734
CCCCCC#C,O=S1(CCCC1)=O,40,2.054123734
CCCCCC#C,O=S1(CCCC1)=O,40,2.054123734
CCCCCC#C,O=S1(CCCC1)=O,40,2.054123734
CCCCCC#C,O=S1(CCCC1)=O,40,2.054123734
CCCCCC#C,O=S1(CCCC1)=O,40,2.054123734
CCCCCC#C,CS(C)=O,10,2.701361213
CCCCCC#C,CS(C)=O,25,2.2300144
CCCCCC#C,CN1CCCC1=O,10,0.444685821
CCCCCC#C,OCCOCCO,60.05,3.00914196
CCCCCC#C,OCCOCCO,75.05,3.036394255
CCCCCC#C,OCCOCCO,90.05,2.96217549
CCCCCC#C,OCCOCCOCCO,60.05,2.327277706
CCCCCC#C,OCCOCCOCCO,75.05,2.201659174
CCCCCC#C,OCCOCCOCCO,90.05,2.196112848
CCCCCC#C,O=CN1CCOCC1,60.05,1.348073148
CCCCCC#C,O=CN1CCOCC1,75.05,1.342864803
CCCCCC#C,O=CN1CCOCC1,90.05,1.302912752
CCCCCC#C,CN1CCCC1=O,60.05,0.542324291
CCCCCC#C,OCc1occc1,5,2.388762789
CCCCCC#C,OCc1occc1,25,1.91102289
CCCCCC#C,N#CCCCCC#N,20,1.793424749
CCCCCC#C,N#CCCCCC#N,25,1.814824742
CCCCCC#C,N#CCCCCC#N,30,1.822935087
CCCCCC#C,O=Cc1occc1,5,1.835776355
CCCCCC#C,O=Cc1occc1,25,1.627277831
CCCCCC#C,C1CCC2CCCCC2C1,25,0.551583616
CCCCCC#C,C(CC1)CCC1C2CCCCC2,25,0.455524308
CCCCCC#C,C(CCc1cc2)Cc1cc2,25,0.223143551
CCCCCC#C,C(CC2)CCC2c1ccccc1,25,0.177309015
CCCCCC#C,OCCOCCC,25,0.810930216
CCCCCC#C,OCCOC(C)C,25,0.802001585
CCCCCC#C,n1ccccc1,25,0.438254931
CCCCCC#C,OCCOCCO,25,2.965273066
CCCCCC#C,O=S1(CCCC1)=O,80,1.982608
CCCCCC#C,OCCN,15,4.194189897
CCCCCC#C,OCCN,25,4.189654742
CCCCCC#C,OCCN,35,4.17438727
CCCCCC#C,c2nc1ccccc1cc2,40,-0.040821995
CCCCCC#C,c2nc1ccccc1cc2,40,-0.127833372
CCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.889162064
CCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.898942094
CCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.913793852
CCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.918793862
CCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.921303274
CCCCCCC#C,O=S1(CCCC1)=O,30,2.48490665
CCCCCCC#C,O=S1(CCCC1)=O,30,2.48490665
CCCCCCC#C,O=S1(CCCC1)=O,30,2.48490665
CCCCCCC#C,O=S1(CCCC1)=O,30,2.493205453
CCCCCCC#C,O=S1(CCCC1)=O,30,2.4765384
CCCCCCC#C,O=S1(CCCC1)=O,30,2.4765384
CCCCCCC#C,O=S1(CCCC1)=O,30,2.4765384
CCCCCCC#C,O=S1(CCCC1)=O,30,2.4765384
CCCCCCC#C,O=S1(CCCC1)=O,40,2.424802726
CCCCCCC#C,O=S1(CCCC1)=O,40,2.424802726
CCCCCCC#C,O=S1(CCCC1)=O,40,2.424802726
CCCCCCC#C,O=S1(CCCC1)=O,40,2.424802726
CCCCCCC#C,O=S1(CCCC1)=O,40,2.424802726
CCCCCCC#C,O=S1(CCCC1)=O,40,2.424802726
CCCCCCC#C,O=S1(CCCC1)=O,40,2.415913778
CCCCCCC#C,O=S1(CCCC1)=O,40,2.424802726
CCCCCCC#C,CS(C)=O,10,3.194583132
CCCCCCC#C,CS(C)=O,25,2.541601993
CCCCCCC#C,CN1CCCC1=O,10,0.652325186
CCCCCCC#C,OCCOCCO,60.05,3.397523976
CCCCCCC#C,OCCOCCO,75.05,3.39182022
CCCCCCC#C,OCCOCCO,90.05,3.297317251
CCCCCCC#C,OCCOCCOCCO,60.05,2.6651427
CCCCCCC#C,OCCOCCOCCO,75.05,2.545531272
CCCCCCC#C,OCCOCCOCCO,90.05,2.500615943
CCCCCCC#C,O=CN1CCOCC1,60.05,1.638996715
CCCCCCC#C,O=CN1CCOCC1,75.05,1.589235205
CCCCCCC#C,O=CN1CCOCC1,90.05,1.53686722
CCCCCCC#C,CN1CCCC1=O,90.05,0.770108222
CCCCCCC#C,N#CCCCCC#N,20,2.157559321
CCCCCCC#C,N#CCCCCC#N,25,2.159868791
CCCCCCC#C,N#CCCCCC#N,30,2.163323026
CCCCCCC#C,OCCOC(C)C,25,1.095273387
CCCCCCC#C,OCCOCCO,25,3.36729583
CCCCCCC#C,OCCN,15,4.723841716
CCCCCCC#C,OCCN,25,4.713127327
CCCCCCC#C,OCCN,35,4.699570861
CCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.848632083
CCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.858021824
CCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.874669057
CCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.88673193
CCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.889162064
CCCCCCC#C,CCCOC(C)=O,25,0.048790164
CCCCCCC#C,CCCCCOC(C)=O,25,-0.162518929
CCCC#CCCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.830113036
CCCC#CCCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.84629836
CCCC#CCCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.858021824
CCCC#CCCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.865122445
CCCC#CCCC,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.877070019
CCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.809680997
CCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.814185509
CCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.825536369
CCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.841647189
CCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.85566611
CCCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,100,-0.816445397
CCCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,115,-0.807436327
CCCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,130,-0.807436327
CCCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,145,-0.807436327
CCCCCCCCC#C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,160,-0.807436327
CO,CCCCCCCCCCCCCCCC(O)=O,71.2,0.75612198
CO,CCCCCCCCCCCCCCCC(O)=O,86.2,0.615185639
CO,CCCCCCCCCCCCCCCC(O)=O,107.6,0.482426149
CO,CCCCCCCCCCCCCCCC(O)=O,122,0.292669614
CO,OC(CCCCCCCCC(O)=O)=O,143,-0.46203546
CO,OC(CCCCCC(O)=O)=O,111.8,-0.415515444
CO,CC(C(=O)O)O,70.8,-0.105360516
CO,OCCCCCCO,60.7,-0.24
CO,OCCCCCCO,70.25,-0.27
CO,OCCCCCCO,81,-0.23
CO,OCCCCCCCCCO,65.7,-0.12
CO,OCCCCCCCCCO,75.7,-0.22
CO,OCCCCCCCCCO,87,-0.3
CO,SCCCCCCS,41.7,2.14
CO,NCCCCCCCCCCCCN,71.9,-0.13
CO,NCCCCCCCCCCCCN,80,-0.12
CO,NCCCCCCCCCCCCN,90.5,-0.04
CO,C1OCCOCCOCCOCCOCCOC1,50,-0.202116184
CO,ClC(Cl)(Cl)Cl,20.05,3.877431561
CO,ClC(Cl)(Cl)Cl,40.05,3.27336401
CO,ClC(Cl)(Cl)Cl,60.05,2.57261223
CO,CC(C)=O,25,0.609765572
CO,CCCCCCCC,40,4.17438727
CO,CCCCCCCC,60,3.94931879
CO,CCCCCCCCCC(O)=O,41.09,0.760805829
CO,CCCCCCCCCC(O)=O,60.23,0.612479277
CO,CCCCCCCCCC(O)=O,40.09,0.379805361
CO,CCCCCCCCCC(O)=O,80.15,0.450438474
CO,CCCCCCCCCCCC(O)=O,56.03,0.593879179
CO,CCCCCCCCCCCC(O)=O,55.67,0.639746404
CO,CCCCCCCCCCCC(O)=O,70.24,0.514020515
CO,CCCCCCCCCCCC(O)=O,70.5,0.504405056
CO,CCCCCCCCCCCC(O)=O,84.95,0.458689869
CO,CCCCCCCCCCCCCC(O)=O,65.14,0.691646054
CO,CCCCCCCCCCCCCC(O)=O,65.14,0.651804217
CO,CCCCCCCCCCCCCC(O)=O,75.05,0.54927681
CO,CCCCCCCCCCCCCC(O)=O,75.15,0.535908404
CO,CCCCCCCCCCCCCC(O)=O,85.16,0.467500499
CO,CCCCCCCCCCCCCC(O)=O,85.18,0.447246642
CO,CCCCCCCCCCCCCCCC(O)=O,67.02,0.73620667
CO,CCCCCCCCCCCCCCCC(O)=O,74.78,0.660107326
CO,CCCCCCCCCCCCCCCC(O)=O,85.08,0.586674936
CO,CCCCCCCCC=CCCCCCCCC(O)=O,65.21,0.452984624
CO,CCCCCCCCC=CCCCCCCCC(O)=O,75.21,0.389335726
CO,CCCCCCCCC=CCCCCCCCC(O)=O,85.13,0.399447036
CO,CCCCCCCCCCCCCCCCCC(O)=O,76.33,0.67498321
CO,CCCCCCCCCCCCCCCCCC(O)=O,85.24,0.654406352
CO,CCCCCCCCCCCCCCCCCC(O)=O,94.98,0.560187053
CO,CCCCCC=CCC=CCCCCCCCC(O)=O,65.13,0.374318379
CO,CCCCCC=CCC=CCCCCCCCC(O)=O,75.16,0.283674051
CO,CCC=CCC=CCC=CCCCCCCCC(O)=O,29.98,0.151862349
CO,CCC=CCC=CCC=CCCCCCCCC(O)=O,40.09,0.255417112
CO,CCC=CCC=CCC=CCCCCCCCC(O)=O,50.11,0.305276381
CO,CC(OCC(COC(C)=O)OC(C)=O)=O,69.85,0.457424847
CO,OCCCCCCCCCCCCCCCCCC,60,0.04142981
CO,OCCCCCCCCCCCCCCCCCC,65,0.037873652
CO,OCCCCCCCCCCCCCCCCCC,70,0.035077527
CO,OCCCCCCCCCCCCCCCCCC,75,0.03246719
CO,OCCCCCCCCCCCCCCCCCC,80,0.030141157
CO,OCCCCCCCCCCCCCCCCCCCC,65,0.115023677
CO,OCCCCCCCCCCCCCCCCCCCC,70,0.092305671
CO,OCCCCCCCCCCCCCCCCCCCC,75,0.071110627
CO,OCCCCCCCCCCCCCCCCCCCC,80,0.055813065
CO,ClC(Cl)Cl,45,2.273156282
CO,ClC(Cl)Cl,55,2.223541886
CO,CCCCCC,42,4.021773869
CO,CCCCCCC,40,3.94931879
CO,CCCCCCC,50,3.650658241
CO,CC(C)=O,40.05,0.746687947
CO,CC(C)=O,35.08,0.688134639
CO,CC(C)=O,40.09,0.657520003
CO,CCC(C)=O,39.78,0.806475866
CO,CCC(C)=O,59.92,0.770108222
CO,CC(OCC(COC(C)=O)OC(C)=O)=O,41,0.779324877
CO,CC(OCC(COC(C)=O)OC(C)=O)=O,51,0.722705983
CO,CC(OCC(COC(C)=O)OC(C)=O)=O,61,0.678033543
CO,CC(OCC(COC(C)=O)OC(C)=O)=O,70.6,0.672944473
CO,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,81.4,0.157003749
CO,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,91.9,0.113328685
CO,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,102.1,0.009950331
